text	label	prediction
沈腾的喜剧电影真是赞	正面	正面
「独行月球」才是开心麻花电影该有的样子。这次的开心麻花，绝对能让喜欢他们作品的观众，心满意足的走出影院。	正面	正面
这不比那个什么堡垒强？	正面	正面
很不错的哦。	正面	正面
最打脸的就是，月盾计划是中国提出来得，后又失败了	正面	负面
挺好看的还不错可以去看看	正面	正面
很适合带着孩子一家人看的电影，小朋友当科幻片看看火箭🚀宇航员袋鼠可以看得很开心，大人当超长小品喜剧电影来看也能笑得很开心。真的蛮不错的	正面	正面
真的很好看啊～	正面	正面
不错，含腾量十足，泪点也十足。感觉有笑中带哭呢	正面	正面
超级搞笑，泪点恰到好处.	正面	正面
挺好的，七夕那天去看的	正面	正面
非常好看，现在是什么	正面	正面
可能赶了个最晚场，不错	正面	正面
好看！有笑料，有感动！	正面	正面
直接满分含腾量拉满 笑个不停	正面	正面
太难看了，要好难看有好难看！喜剧不像喜剧，科幻不像科幻！剧情粗制滥造，结局又是那种典型牺牲主角，拯救全世界的爱国主义情怀！我觉得这个编剧可能确实是个傻X！去看这部电影完全是浪费时间和金钱！网上票房绝对做假！这是我近年来看过最烂的一部电影，没有之一！	负面	负面
剧情一般 画面不错 结局勉强	负面	正面
看过了觉得喷子为了喷而喷，剧情、特效都很好，让我们感觉到人类在宇宙中是多么的渺小，呼吁大家关爱地球，同时也有很多笑点，看电影看自己带着什么样心情看的吧，不一样的心情看出不一样的感受，反正我看完还意犹未尽，你可以永远相信沈叔叔	正面	正面
沈马组合的演技还是在线的，月球，金刚鼠的特效也不错，虽然不是真正的科幻片，值得一看	正面	正面
喜欢开心麻花的阵容	正面	正面
好好看，笑点很高，记得带水进去，不然像我们一样笑到好口渴😁	正面	正面
搞笑，感动，震撼，带有一点点科普知识，带娃看的，把娃感动哭了，推荐观看	正面	正面
还行吧，孩子爱看就行	正面	正面
不错挺好 挺搞笑	正面	正面
我怎么感觉好一般😂	正面	负面
垃圾 啊啊啊啊啊	负面	负面
好看，特别搞笑	正面	正面
题材很新颖，很有创意，看这个就感觉国家很强大，科技的重要性。 笑点泪点都很多，剧情紧凑，好多喜欢的演员，含腾量超高，还有黄子韬参演，好多熟悉的小演员，演技都很好。 最后结局也算圆满，虽然男主角死了，但是最后的出场特别好，星空下没有影子，总觉得后面有彩蛋，等到影城都播完黑屏才走的。	正面	正面
还可以吧也就	正面	正面
很好，值得大家去看	正面	正面
很一般、笑点很尬、完全是冲着沈腾马丽去的、但是很失望！	负面	负面
前面笑的有多狠，后面哭的就有多惨。	正面	正面
冲着沈腾马丽去的!真的好看!	正面	正面
开心麻花的电影居然以悲剧结尾，有点不适应	正面	正面
好看 推荐一下	正面	正面
好 好好好咳咳	正面	正面
木有剧情，其他还好	负面	正面
剧情老套，情节牵强，浮夸，广告植入多，强加笑点，不好看，超级不好看	负面	负面
真的好搞笑😂	正面	正面
9.5分是值得拥有的，轻松愉快，没有太浮夸，没有太煽情，开心麻花中等偏上的水平	正面	正面
演技很好，丽姐在这部电影的造型参加漂亮	正面	正面
特别好，非常不错	负面	正面
非常好看，笑点密集，值得一看	正面	正面
特别好看 不错	正面	正面
太有意思了，乐的我大鼻涕泡都出来了！	正面	正面
还可以吧，有点闹	正面	正面
好看 但是不要认真	正面	正面
对我来说就那样不太好看	正面	负面
不是很好看，剧情一般般，偶尔有几个笑点	负面	负面
挺好看的，有搞笑的有感人的，就是又笑又哭	正面	正面
剧情新颖好看！	正面	正面
很好看，也特别的搞笑	正面	正面
看迷茫了……喜剧片？言情？科幻？灾难？！3分给开心麻花	负面	负面
沈腾加马丽绝	正面	正面
都还行，可以去看看	正面	正面
环境舒适，画质也不错	正面	正面
很喜欢沈腾马丽的电影	正面	正面
果然 喜剧的内核是悲剧  很不错 沈腾的影响又高大了很多	正面	正面
还行吧，不错不错	正面	正面
好看！！被黄子韬笑死哈哈哈哈哈	正面	正面
电影好看 环境可以	正面	正面
很不错，很搞笑，适合几个人一起	正面	正面
very Nice!	正面	正面
很好很好好棒	正面	正面
感动，有趣，插曲和结尾的音乐都很好听	正面	正面
非常搞笑，强烈推荐	正面	正面
搞笑、科幻片有点像样了，沈腾演技在线，这年头拍喜剧不容易，能逗笑观众更难，要求不要太高，什么科幻逻辑性不强，剧情老套等，这些重要吗？我们只要能在这2小时内，看着好笑解压就行了，三年疫情大家都挺不容易的，你还想要什么内涵？什么又红又专？什么科幻逻辑？对国产搞笑科幻片宽容点吧。总比韩寒拍的垃圾的四海要强的多吧？话说沈腾千万别再拍韩寒的垃圾片了，自己拍拍挺好的。	正面	正面
烂片 水军多 开心麻花 你口碑完了	负面	负面
非常不错 好看	正面	正面
好看是真好看，结局意难平啊	正面	正面
挺好的，有搞笑部分，也有煽情部分	正面	正面
好评，鼻涕流满了整个口罩	正面	正面
好看，神马加油	正面	正面
喜剧之王，沈腾称得上这个称号！总是给大家带来欢乐，虽然剧情很老套！	正面	正面
我的感受   敬畏自然   善待地球    还有就是向航天前辈致敬   宇宙只有寂静	正面	正面
暴躁的刚子啊	正面	正面
打一百分 超级喜欢马丽和沈腾 终于他们又在一起合作了 开头和中间真的很搞笑 我已经看了两遍了 最后还是比较触动我的 推荐推荐 希望马丽和沈腾的演员道路越来越好！	正面	正面
喜中带悲，悲中带喜，有些笑点包袱感觉有点硬，有些人物剪辑不连续多余，夏洛特烦恼还是开心麻花的天花板，总体还是不错	正面	正面
班级聚餐聚会都在吃哦！	正面	正面
好看，可以一试	正面	正面
很好看，也很励志，主要就是想看沈腾和马丽，他们的表演很精彩	正面	正面
🌌即使星河千里，也会用尽全身力气  遇见你 🌌“我们终会相见”	正面	正面
当代卓别林，国产周星驰，喜剧日渐衰微的时代，只有沈腾能扛起旗帜，没有一个人能够代替他的存在，也许他的电影不够高级，也许他作品没有深度，阳春白雪注定曲高和寡，下里巴人才是王道。	正面	正面
不錯，很大气，很壮观👍	负面	正面
不要带脑子看这个电影 单纯的当个喜剧片还勉强可以看 只限前半截搞笑 很尬的那种 别信这个评分 假的假的	负面	负面
真的超级满意	正面	正面
影片搞笑氛围浓厚，能看出导演细致的点睛之笔，前后呼应出了“中间人”，让人在欢笑的同时感动满满！	正面	正面
挺搞笑的，还不错哦	正面	正面
一个字，牛🐮 ，最爱沈腾	正面	正面
电影还不错，看着挺好的。	正面	正面
好看啊 又好笑又好哭	正面	正面
好看！好看又感人	正面	正面
很好看，特别好看	正面	正面
挺好，可以，不错	正面	正面
还行，没有想象中的好玩	正面	正面
感觉没有前几部沈腾主演的电影好看。	正面	正面
中规中矩吧 ！	正面	正面
好看，搞笑很	正面	正面
画面和演技没的说，但是剧情还有待提升	正面	正面
整体不错吧，还行吧	正面	正面
剧情还不错，开心麻花出的电影永远都不会让人失望！	正面	正面
没看上还退不了可咋整	正面	负面
剧情可以，画面完美	正面	正面
太好看啦 腾哥丽姐yyds！	正面	正面
工作人员服务态度很好，客气也有礼貌，挑不出毛病，来打五星。	正面	正面
沈马组合 yyds！	正面	正面
挺好的 特别棒	正面	正面
有欢笑有泪水	正面	正面
新的中国科幻巅峰	正面	正面
眼泪在眼眶里	正面	正面
情节感人，值得一看	正面	正面
一般，不是太好看	负面	负面
好看。值得推荐	正面	正面
挺好的呀！！！！	正面	正面
独孤月最后用他的坚持感动了马蓝星，很好	正面	正面
非常搞笑的一部喜剧片	正面	正面
我哭了搞笑又好哭	正面	正面
方方面面都很好	正面	正面
很好看，也很感人。	正面	正面
好看！非常励志！	正面	正面
蛮好看的不给满分怕骄傲	正面	正面
前面在笑，后面又感动到流泪，很喜欢这部电影，把喜剧和科幻大片融为一体，既有趣又振奋人心	正面	正面
挺好看的，沈腾演技在线	正面	正面
沈腾最后的一跃，和钢铁侠一样帅	正面	正面
真的好看值得推荐	正面	正面
很好，非常好看！	正面	正面
特别好，不愧是百亿票房的得主	正面	正面
很有趣的一部电影	正面	正面
上周已经二刷了，明天准备三刷，总惦记看	正面	正面
开心麻花的喜剧让我想一直刷，希望以后可以继续有好电影	正面	正面
满分电影 虽然个别剧情中情绪转换不是特别顺畅 但是也能够看出沈腾在努力的转变作品风格 电影结局更是突破常规让人眼前一亮回味无穷 除了袋鼠出现前期有些尴尬以外 没啥别的毛病	正面	正面
一如既往的好沈腾马丽最佳搭档！	正面	正面
剧情可以，画面不错	正面	正面
好看！！！特喜欢刚子	正面	正面
尬笑吧，一般般，刚子比较好	正面	负面
如果是对于科幻片有需求的朋友，就不要去看了，以免有些人西瓜里挑芝麻，这部片子真的非常非常好	正面	正面
全程都认真看了，沈腾演技很棒	正面	正面
圈钱之作，没啥好说的	负面	负面
蛮感动，不错	正面	正面
感动搞笑的好电影，孩子喜欢看	正面	正面
我愿永远做你的星环，默默守护你的璀璨。	正面	正面
救命！爷青回！！终于等到沈马再次合作了 演技还是没得说  真的很好笑~ 😊 演技 他们俩在一块真的没救了 我有看到了几年前的丽姐 合作真的还是很棒的 然后剧情也很好 那个金刚鼠也做的很真实！里面演员的演技真的很棒！现场观众的笑声就能看出来 也有很多地方让人感动！只可惜有事最后十几分钟没看到	正面	正面
质量不错值得推荐	正面	正面
带着孩子看的，总体来说，值得一看，笑过，也感动过………………	正面	正面
总体来说配不上9.6的评分，最多8.5。	正面	负面
很棒，还是一如既往的好，沈腾不亏是沈腾	正面	正面
太有包袱了！	正面	正面
不错也搞笑有深度	正面	正面
前半段搞笑  后半段感人	正面	正面
剧情很棒，很好看	正面	正面
票价值了，值得观看	正面	正面
今年看的电影里面最次的一部 不知道为什么会有9.3的评分	负面	负面
挺好看的，特效也不错	正面	正面
笑中带泪，从个人角度上升到人类角度，沈叔叔真的很棒！沈马组合冲！！！	正面	正面
这部电影简直太棒了可以直接冲 沈腾和马丽的表演是真的好 一个场景演出多种感觉	正面	正面
超好看[流泪][流泪][流泪]快去冲，我都觉得可以成为电影的里程碑！[流泪]	正面	正面
挺感人的，沈腾还是一如既往的优秀！	正面	正面
非常好看哈哈哈哈哈哈	正面	正面
好看 精彩刺激	正面	正面
喜欢好看好看	正面	正面
很好笑 特别腾哥的各种搞笑风格	正面	正面
好看，喜欢！	正面	正面
好看，沈腾叔叔必出经典	正面	正面
挺好看的 你可以永远相信沈腾	正面	正面
还不错，挺好啊	正面	正面
搞笑的搞笑感动的感动恰到好处	正面	正面
环境很好，因为人来很多，就更有氛围了，不错下次还来！	正面	正面
之前就有强烈预感要翻车，果然，看预告片就把所有笑点看完了…水军真多	负面	负面
哟哟哟切克闹	正面	正面
全程都有笑点，老戏骨演技精湛	正面	正面
有一个地方差点哭了下一秒直接被整笑了	正面	正面
加油中国科幻片！	正面	正面
搞笑，好看推荐推荐	正面	正面
电影好看搞笑	正面	正面
很好看，搞笑又感动，没有过度上升和煽情，特效也好！今年的好电影，推荐！	正面	正面
剧情如果在慢一点会更好，很不错的电影，媳妇依偎在我怀里许久	正面	正面
很好看，推荐！	正面	正面
剧情很类似《火星救援》，特效画面算很用心了，笑点一般，观影前没看介绍和评论，看到开心麻花就觉得是部喜剧片。9点多的分数感觉偏高了，但整体还可以。	正面	正面
适合两个人休闲时看的电影，不费脑有笑点，宇宙这么大，我们却相遇	正面	正面
好看，还得是沈叔叔	正面	正面
还行～～～～	负面	正面
有点无聊。。。。	负面	负面
😂 笑点多 结尾感人	正面	正面
我曷一娥人人	正面	正面
太好了！！！！	正面	正面
开什么玩笑，看这部电影就是奔着好笑去的，讲逻辑我就去看刑侦剧了。 你想好笑，这片子让你好笑。不做对比，就本片而言 好笑。	正面	正面
笑死的路上，很好看！	正面	正面
剧情很好看，又搞笑！	正面	正面
垃圾烂片????	负面	负面
体面挺好不错，期待更好的电影	正面	正面
后面有点煽情	正面	正面
很不错，有笑点，有泪点 另外如果你非要揪着一些科学原理不放的话，那你真的太没趣了，就好像你看春晚小品是为了被教育一样。	正面	正面
很搞笑的电影，但是结局be了	正面	正面
这40块不值得	负面	负面
为什么不给退款	负面	负面
唔好睇，完全系低级笑话，又唔好笑	负面	负面
超喜欢金刚袋鼠，很生动的表现力，最后还幸存了下来，很幸运啊。	正面	正面
好看，永远相信腾哥	正面	正面
非常的好看！	正面	正面
中规中矩，，	正面	正面
软科幻，但是剧情挺好。作为喜剧片这个科幻程度很不错了。	正面	正面
只能说很中规中矩，没有什么突出的地方，能看，但是有点想玩手机。	负面	正面
好的很，有乐有悲	负面	正面
有笑点，画面好看	正面	正面
这是什么玩意？	负面	负面
还行不错一般般嗯	正面	正面
挺不错的，哈哈哈哈	正面	正面
笑点有点尬。	负面	负面
可以，推荐啊	正面	正面
剧情好棒，很搞笑	正面	正面
很好看很搞笑，很浮夸	正面	正面
连刷2遍，“马蓝星，带我回家”直接破防	正面	正面
很喜欢，挺搞笑的！	正面	正面
信念，没有末日。	正面	正面
除了个别梗挺好笑，后面的上价值有些猝不及防和突兀，强拗的感觉，是沈腾所有的电影里我觉得最不好看的一部	正面	负面
个人特别喜欢这部电影的设定和寓意！我腾的演技自然不用多说，那叫一个绝！虽然包袱创意没有过多的翻新，但是用得还是挺舒服的！能够让我去到影院支持的星级演员真不多，就腾哥和星爷。所以，希望大家去到影院看这部电影的时候，更多的是带着轻松享受去的，而不是带着键盘在敲。	正面	正面
真的超级好看，演技在线，最后的结尾我真的会哭	正面	正面
除了尴尬还是各种尴尬…过时了的网络段子…无语	负面	负面
还行，笑点很足	正面	正面
还可以，有搞笑的也有感人的😁	正面	正面
还不错，又搞笑又感人的，但我期望太高，所以有一点点的失望，不过相对来说，还是挺不错的了	正面	正面
好看，好看，非常好看，准备二刷！	正面	正面
不错不错，推荐推荐	正面	正面
不行 这个剧情没意思  宣传片挺好  去看了是真不行	负面	负面
一般，剧情不太好	负面	负面
嗯，去看的时候还被评论里的两极分化给带歪了，说什么不好看，但是我和妈妈去看的是真的好看，本来我妈本人不是沈腾的粉丝，但是看了之后就会觉得很好看，真的很好看，要去看呀，前面就很喜剧，后面就很感动，，，，剧情紧凑，而且真的很好看，没有一个地方是多余的	正面	正面
情节很紧凑，没有什么废话。腾哥折服这么长时间终于憋了个大的！赞👍	正面	正面
一般123456	负面	正面
冲着沈腾来的，看完只能说还行，做为喜剧片来说不够喜剧，话剧舞台剧音乐剧的合成	正面	正面
经典电影，值得推荐！	正面	正面
沈腾叔叔yyds！含腾量极高！	正面	正面
很好看！很不错	正面	正面
震撼，感人，搞笑	正面	正面
不错不错可以	正面	正面
还不错 刚开始一般 后面好看	正面	正面
又哭又笑 不愧是含腾量100％的电影	正面	正面
比较开心，搞笑，幽默，有趣！	正面	正面
特别好	正面	正面
勉强可以一看	正面	正面
含腾量很高，很好的一部喜剧片，宇宙级的浪漫，又搞笑，又浪漫，又感人。	正面	正面
不错电影挺好看	正面	正面
全程都在笑点上，最后来个小煽情，结局是还是圆满的	正面	正面
这个评分怎么来的？	负面	负面
满分！！！！	正面	正面
可以 挺好看的	正面	正面
美团扣分，谐音梗扣分！	正面	负面
搞笑，灯光几个字太有脑洞了	正面	正面
欣赏不来，不好看，我儿子觉得好看就行	负面	负面
好看 真的好看	正面	正面
剧情挺好的，挺好看的	正面	正面
开心麻花剧 很Nice	正面	正面
沈腾马丽yyds！！开心麻花yyds！	正面	正面
体力好吗……不会	正面	负面
好看 很感动人	正面	正面
后续声音挺大的，感觉有点吵，内容看着很好	负面	正面
前期欢乐后期悲	正面	正面
一般没有期待的好看	负面	负面
不错，喜欢沈腾	正面	正面
好看。含腾量极高，喜剧效果拉满，感动的地方也很多，非常成功的商业喜剧片，没让我失望 🌟 推荐	正面	正面
🌟 推荐 欢笑的同时也有悲伤，开心麻花很多次都是这样。   😊 演技 小女孩哭的时候直接🔪我心里了，我也跟着哭了，沈马联合还是不错的。   🌅 画面 画质真得很不错，应该是大制作。	正面	正面
挺好的 就是后面独孤月没回来有点可惜	正面	正面
喜剧片非要悲剧结尾，所有的情节全部可以预料，只能说开心麻花也给人种江郎才尽的感觉，情节手法都开始混不吝了	负面	正面
真的是一部很有意思的电影	正面	正面
剧情还可以，人很少，	正面	正面
很棒很好满足了	正面	正面
一般般 不怎么好看	负面	负面
破剧情，破特效	负面	负面
很好看也很搞笑😁	正面	正面
感人 搞笑🤪好评	正面	正面
麻花出品，每次必看	正面	正面
好看好看好看！极力推荐！	正面	正面
不一样的星球灾难喜剧篇，可以一视👻	正面	正面
📍第一次来，幸好有工作人员的耐心讲解，收获非常美好的回忆	正面	正面
nice，场景和配乐很搭，演员演技在线	正面	正面
特别搞笑，开心麻花绝了👍	正面	正面
真的有好笑又好哭超好看	正面	正面
还可以，第一次看到中国的月球电影，袋鼠很赞	正面	正面
挺不错的 沈腾自带喜感	正面	正面
好看好看，一定要去看	正面	正面
剧情连贯，笑点暴多，最后还能贯穿整个剧情！全程每一分钟都不容错过！ 画质可以，和流浪地球一个级别！	正面	正面
不搞笑，一般	负面	负面
🌟 推荐 有笑有泪有故事有创意  😭 哭点 全民齐心做一件事情时候的感动和后面不得已选择牺牲的难过，说好的喜剧呢，最后的be来得猝不及防。	正面	正面
很好看   也很搞笑	正面	正面
好好 hao	正面	正面
一般般。。。。	负面	负面
还行 挺好看	正面	正面
很好，沈马组合yyds	正面	正面
还可以 当个喜剧片看 不要太深究	正面	正面
一般般吧一般般	负面	负面
开篇挺好笑的，中途有些小感动也挺好。专心搞笑其实挺好的，大团圆结局也不是不高级。不用非得最后来个催泪弹，我花钱看就是为了高兴的。	负面	正面
感动并搞笑着	正面	正面
还不错，中上水平	正面	正面
太好看了，笑着笑着就哭了	正面	正面
还好吧，可能对沈叔叔期望太高了，电影院热的发懵，汗流满面，呼吸困难	负面	正面
一般吧 不喜欢	负面	负面
个人英雄主义拯救地球，感觉剧情有点熟悉？	正面	正面
还不错，科幻喜剧片，新梗也不错。	正面	正面
强行催泪，我不理解	正面	正面
真的很好看啊	正面	正面
演技在线，笑料很高级，特效很震撼，背景音乐很到位，笑中有泪 ，不得不👍。最爱钢哥！	正面	正面
一般，超级一般，	负面	负面
非常好不错的	正面	正面
有第二部吗？	正面	正面
好极了！！前边笑死，后边哭死	正面	正面
这部电影很值得观看，后面的彩蛋为了弥补心情，独行月与马蓝星在月盾基地重遇😭你永远可以相信沈马！ ​	正面	正面
又搞笑又催泪又浪漫的一部电影，看了绝对不亏，冲99%的含腾量我直接拉满。	正面	正面
看一看，乐一乐。	正面	正面
值得一看 顶流刚子	正面	正面
好看。	正面	正面
好看呀我就喜欢沈腾	正面	正面
有笑点 有泪点 挺好看的	正面	正面
挺好的故事，不需要推敲细节。隔壁的小女生，笑起来前仰后碟尖叫不已，哭起来也是耸肩拭泪几乎**，真是挺受欢迎的	正面	正面
每次看沈腾的电影都是笑的过，结局很感动	正面	正面
很好看…………	正面	正面
非常好很感人	正面	正面
挺好看，支持	正面	正面
不错😊非常喜欢	正面	正面
笑到肚子疼。	正面	正面
带女儿看的，她很喜欢。	正面	正面
哈哈哈哈几把	正面	正面
很开心哦，推荐！	正面	正面
挺好看的加油	正面	正面
哈，可以😌	正面	正面
可以。全程都有笑点	正面	正面
真心不错 不要总听一些人嘴上说的 去现场看一下就知道了 一切值得	正面	正面
马蓝星，带我回家😭😭😭	正面	正面
很赞很赞简直了哈哈哈😂😂😂😂	正面	正面
个人感觉很一般，特别反感辣目洋子，搞不懂为啥要她处境。沈腾和玛丽可以弄点儿好看的、质量高点儿的喜剧。个人观点，不喜勿喷！	负面	负面
剧情很精彩 推荐	正面	正面
好久没看电影了，很不错	正面	正面
很好看，爆笑，有意思，喜欢看喜剧的不要错过	正面	正面
可以，比较搞笑，情节经不起推敲。	正面	正面
还行，马马虎虎	正面	正面
我觉得挺好看的啊	正面	正面
这回八番很帅	正面	正面
感觉不咋好看，奔着沈腾和马丽去的，看完挺失望的。剧情很俗气，看的人想睡觉，搞笑只有前面一点，后面就强行煽情，而且煽情的点还很低级和幼稚，像是给小孩子看的那种，可以说是沈腾马丽最差的一部影片了。	负面	负面
搞笑 ，是我喜欢的	正面	正面
挺好的 蛮不错	正面	正面
猫眼43抖音35，而且还有其他优惠！没什么营养和意义，很普通的片子，感觉不值！	负面	负面
让你懂得好好珍惜你的男人	正面	正面
不是好看太差了	负面	负面
nice！非常不错了	正面	正面
来了这么多次没有踩过雷，非常不错，想来的可以冲了	正面	正面
很好看的哦   沈总演技派明星	正面	正面
感觉一般，没有那么搞笑	正面	负面
末日外太空专灭百亿票房先生，前有吴京今有沈腾，太残暴了~说实话，改的完全失去了原作漫画的精髓，只剩下一些俗气的烂梗~	正面	负面
好看，比原版漫画好看多了，更适合中国口味，每个细节演员道具都很棒，太空不再是遥不可及的，很好看	正面	正面
还不错啊啊啊	正面	正面
昨天去看了，又好笑又感人，可惜后面独孤月为了对付π＋牺牲了。这不是我想要的结局🙊	正面	正面
剧情十分好笑	正面	正面
好看，给力，奥利给，感动😭	正面	正面
沈腾真的太奈斯了	正面	正面
前面非常好笑😄😄😄，后面都给我看哭了🤣🤣🤣现在完全是沈腾的铁粉了🥰🥰🥰	正面	正面
剧情有泪点有笑点 真的真的很好看，独孤月，刚子，马蓝星，啊啊啊啊。	正面	正面
很好看，剧情也不错	正面	正面
超喜欢 推荐看	正面	正面
搞笑剧情好不愧是腾哥	正面	正面
影片很好看，值得推荐	正面	正面
剧本充满想象能力，就是爱情路线发展的有点迅速	正面	正面
这部片子争议这么大吗？我觉得超好看，我看过的沈腾演的最好的一部片子了。今年看的最好看的一部电影。	正面	正面
演技在线，沈腾yyds，剧情感人！	正面	正面
太好看了，演技太棒了 🌟 推荐  😊 演技  🌅 画面  😭 哭点  🎉闪光点	正面	正面
非常棒！围绕着袋鼠，地球，人情世故，展开的剧情！	正面	正面
让人哭笑不得	正面	正面
剧情好看，非常棒	正面	正面
好 推荐大家一起来看	正面	正面
我爱了我爱了	正面	正面
好，观影效果佳	正面	正面
好看，一边笑一边哭	正面	正面
挺不错的。。	正面	正面
前期剧情发展平淡，梗有点太密集了，后期强行感动。总体来说剧情一般，没有以前那些个开心麻花剧好看了。看了一半确实容易疲惫，哈欠打了好几个 #剧情 #独行月球	负面	负面
搞笑当中带着感动	正面	正面
「独行月球」才是开心麻花电影该有的样子。 这次的开心麻花，绝对能让喜欢他们作品的观众，心满意足的走出影院。沈腾和马丽时隔七年再次合作长片，不得不说，好的搭档即便不用面对面，也可以演出火花四溅。不过在「独行月球」里，比沈马组合还让我上头的，竟然是沈叔叔和一只与他相爱相杀的袋鼠。这一人一袋鼠在我看来，不仅是银幕年度最搞笑组合，还是今年到目前为止让我最为感动的一对CP。	正面	正面
大烂片，刻意的搞笑，笑点低的人可能会觉得好笑，尤其是小朋友，成年人怕不是傻子，才会笑出来	负面	负面
唯一不足的就是电影院的问题	正面	正面
哭了好几回。	正面	正面
特别搞笑，最爱沈腾	正面	正面
整体来讲很适合和朋友来聚餐，环境非常适合聊天，性价比挺高的⬆️	正面	正面
喜欢黄子韬演的黄子韬，好看	正面	正面
反转很多，很搞笑，沈腾和马丽的配合默契，虽然结局be了，但这应该也是他们最真挚的回应了吧！＼（^０＾）／	正面	正面
好看，有趣，又很感人，非常正能量的一部电影。 推荐观看!	正面	正面
打发时间看确实很合适 搞笑比较新颖还有点小升华 特效做的也不错	正面	正面
这真的是今年看过的电影里比较深刻的了，前面特别好笑，后面有些地方就好几次要把我看哭了，一直忍着没哭，但结尾那里氛围渲染的太好了，为了地球为了大义	正面	正面
剧情能接受，观赏度很高，值得推荐	正面	正面
特效太棒了吧，还有我们刚子太可爱了	正面	正面
沒看过！不知道好不好	正面	正面
会哭的一部电影	正面	正面
我竟然看了，就说句实话，不好看	负面	负面
还是很不错的！结局也在情理之中！没有为了圆满而强行改变～真的很好的！！！其实不完美的结局才是完美的！！有笑有泪，好看！！！（好喜欢刚子哈哈哈哈哈哈哈哈哈哈哈哈）	正面	正面
不错，搞笑了，很喜欢	正面	正面
超烂很烂非常烂	负面	负面
好看，感动。	正面	正面
一般般吧，主要是马丽一说话我就出戏，哈哈。沈腾还是自带喜剧效果的，不过都上月球了，还这么胖……最后一点，我以为合家欢，结果居然死了……😅😅😅	负面	负面
不错喔挺好看的	正面	正面
挺感人的，推荐	正面	正面
为啥要抄袭流浪地球！	负面	负面
call back了很多，回忆杀拉满 梗和反转更多，内核与搞笑兼顾 所谓希望，坚守，爱都包含在内	正面	正面
内容紧凑但是很有感触，比较于现在的电影，可以相信沈腾的演技，值得推荐。	正面	正面
真的很棒啊！！！	正面	正面
有时笑，有时哭，有格局，有生活	正面	正面
还行，挺一般的片子	正面	正面
二刷～ 哈哈哈 第一次没看够 今天单独再看一次😁 😭 哭点  😂 笑点	正面	正面
就那样吧！没有想像的那么好，也不差	正面	正面
还好😅……	正面	正面
不好看剧情很烂，还防流浪地球，像演小品一样	负面	负面
麻花出品，必属精品！	正面	正面
非常不错，挺好的	正面	正面
很好的一部电影，最起码我是这样认为，电影搞笑，故事又带有一点遗憾，要是独孤月真的回到地球多好	正面	正面
很值得去看.	正面	正面
想给20颗星	正面	正面
还可以，沈腾撑起了一步戏！	正面	正面
值得推荐啦啦	正面	正面
这种电影能打9.4？ 会不会像之前演的一个短片-视频通话时正在在田里干活，然后突然假装静止，说视频卡了的无脑搞笑！居然很多评论说，高！妙！有创意！…	负面	正面
挺好  非常好看 推荐	正面	正面
还行吧，没有预想的好	正面	正面
非常好看 看哭了	正面	正面
前半段笑哭，后半段看哭	正面	正面
还不错，结局还可以，比较搞笑	正面	正面
剧情非常好，非常喜欢马丽和沈腾	正面	正面
一个字 尬。	负面	负面
好看，搞笑	正面	正面
好棒，真的很好看的一个电影	正面	正面
一定不要因为一些事情做了个错误、是的时候就不一样吗	正面	正面
没人会是第二个沈腾 你可以永远相信他😇😇	正面	正面
还可以，有笑点，没事可以看看，不会踩雷！流浪地球更出彩！	负面	正面
好好看，不错……	正面	正面
超级好看，我心中腾哥最好的作品！	正面	正面
确实不错，含腾量超高，但是一贯强行煽情，不太喜欢	正面	正面
沈腾马丽的电影从不会让我们失望	正面	正面
跌宕起伏 笑点累点皆有 认真看 感悟活着二字	正面	正面
整体情节不错,值得推荐	正面	正面
不是为了搞笑而搞笑，不是为了卖惨而卖惨 作为一个普通观众来说，不错	正面	正面
不知道拍的什么，大家是来看喜剧的，不是被迫挤眼泪的，两个小时不知道看了什么	负面	正面
马丽沈腾赚足了我的眼泪呜呜呜额	正面	正面
好看感人 搞笑	正面	正面
一般呢 剧情过于简单。是我今年看的唯一一场全程在睡觉的电影	负面	负面
很好看 推荐去看	正面	正面
有看点，值得深思。	正面	正面
挺好看的，支持！	正面	正面
相当好特别是沈腾说的把脚给我抬起来	正面	正面
剧情很好，喜剧中显示出人类的伟大	正面	正面
不能说到底是HE or BE，喜剧混着现实，完美拥着遗憾，结局和流浪地球很像，英雄可以是一群，也能是一个，但我觉得这种超现实的个人英雄主义不是很值得宣，虽然其中群众的力量也功不可没，但是吧，囫囵下来个人的比重很大的，我觉得这部电影当喜剧看刚刚好，当真就输了。当然我也确实是按照喜剧看的～超现实的情节多，可是它是喜剧诶，就把那些个的“不正常”情节变成笑点。整场电影的基调还是欢快和谐哒～超级喜欢。 唯一的遗憾是彩蛋没看到QAQ	正面	正面
沈马组合，电影票房就有了保障。抱着不低的期待值来电影院看，事实证明确实很不错。 有笑有泪，虽然个别片段的逻辑有点牵强，但是整体给到我的鼓舞是更大的；“你不是（一个）人”那个场景，让我觉得我也是不被抛弃的独孤月，一瞬间热泪盈眶，还是会继续期待沈腾老师和马丽老师更多精彩的作品的！	正面	正面
马蓝星，带我回家。T^T	正面	正面
很阔以，推荐	正面	正面
超级好看，有笑点有感动，也感叹中国航天的伟大。	正面	正面
好好看撒 超级好看 我好喜欢好喜欢好喜欢 🌟 推荐	正面	正面
电影院整体环境还不错，再接再厉	正面	正面
