评分	评论
1	袋鼠活灵活现，腾哥还是一如既往
1	虽然初创形式，但别具风格
1	很喜欢 我没有那么多要求 看到沈腾马丽就很开心
1	画面绝了，剧情跌宕起伏 😊 演技  🎉闪光点  😭 哭点  😂 笑点  🥚 彩蛋  🌟 推荐
1	笑点众多，电影特扳制作精良！
1	古德，非常不错
0	我觉得就还好啦
1	整挺好，中规中矩
1	《独行月球》讲述了一个在月球上执行“月盾计划”的维修工独孤月在计划失败全员撤退时阴差阳错被留在月球，成为了“宇宙最后的人类”，万念俱灰的他开始了在月球上“放飞自我”的生活，却在不知不觉中一跃成为“全球次顶流”。 最终这个一辈子想做“中间人”的普通人为了拯救地球，与月球之锤一起飞向将与地球相撞的小行星碎片，化为星环守护地球，而在若干年后，当人类再一次踏上月球时，才完成了这一场跨越时空的相遇。
1	太好看了 真的
1	画面一般，但演技，情节超赞👍 。马丽与沈腾配合天衣无缝，真不愧是黄金拍档。
1	很好看的电影了
0	没意思了吗？跟
1	笑果很棒，很不错看着很放松。
0	不是很好看！
1	感觉不是特别搞笑，
1	可以昂  挺好看啊
1	挺好的，沈腾的演技炸裂！非常不错！特别完美，有笑点！有感动！特别棒！
1	好电影，推荐去看
1	小朋友看得开心
1	中国的科幻电影也是如此的棒👍👍👍笑中带泪！依然支持腾哥丽姐！！！
1	哈～，再一次证明，有沈腾的快乐麻花电影才好看！特效尤其棒！值回票价👍
1	好看！！！ 就是喜头悲尾，没能让我畅快的笑到最后🧐
1	巨好看 推荐
1	很是搞笑哈哈哈哈
0	一般啦，凑合吧
1	可以观看哦！不错！
1	剧情一般拖沓，
0	前期和袋鼠有点搞笑，后面剧情有点尬演一样，一般般吧！
1	好看好看，剧情，制作都很喜欢
1	很棒，很感动😹
1	太好看啦！巨幕就是爽！
1	上周已经二刷了，明天准备三刷，总惦记看
1	超级好看   推荐
1	太搞笑了，太值了
1	不错，很好看，剧情不错
1	特效画面非常棒，笑脸前半部分也很密情，后半部分的煽情性有一点出戏，致敬的诸多经典电影整体还行
1	挺努力的电影
0	除了袋鼠🦘那段比较搞笑，也比较好看。后面的情节完全没有想看的欲望。不过，最后还是要向那些航天科技的所有人员致敬！
0	看得快睡着了 喜剧就好好喜剧 搞这么多煽情的东西 不推荐.
1	很棒，看起来不错
1	剧情精彩，搞笑梗也不错，有感动到
1	🌟 推荐  😂 笑点 不错值得看
1	太好看，又好笑，只要是沈腾和马丽的电影必看
0	难看得要命，烂片
1	剧情很好观感不错
1	好棒！沈马组合yyds！
1	非常搞笑好看
1	好搞笑的同时好感动
1	果然喜剧背后都是悲剧
1	好感人的喜剧
1	剧情可以啊，非常棒
1	喜欢好看！好喜欢
0	剧情超烂，中途哈欠连天，纯属为搞笑而搞笑，为感动而感动，没有普及科学逻辑，也没有树立正确价值观，就是强行英雄，强行搞笑，关键也不搞笑
1	超级超级好看，一定要去看神马组合，七年了又迎来了他们。
1	挺有喜感的一部电影，大人孩子都适合看
1	特效震撼，有喜有悲。结局虽然不完美，总体来说是一部值得推荐的电影
1	特别好  就是男主最后没了  泪目
1	很不错，剧情出乎意料
0	很客观的讲，因为沈腾主演的原因期待值很高，但是笑点真的设计得很硬，评分有点虚高
1	沈腾马丽永远不会失望，好看
1	沈叔叔的剧肯定值得去看，只是最后有点可惜
1	将就看一般般
1	棒极了，推荐
1	评价不行的基本是冲着：沈腾=超级搞笑。结果认为并不是那么搞笑。 《独行月球》在电影中整体算是一个比较常规俗套的故事，有笑有泪，以及能感受到故事背后的寓意。 我喜欢看电影，更喜欢每个场景中的想象力。 当刚子拉雪橇遇到了峡谷；当独孤月失去信心想要结束，我都在想接下来会发生什么来让故事继续。 虽然从搞笑程度不如沈腾其他电影，但这个电影依然很棒！
1	还凑合，就是以后能不能别强行煽情，特效真滴不错，就毁在了最后的煽情上，真滴无语！搞笑就好好的搞笑，别最后来一个煽情的结局，没意思的！
0	不好看，没有想象的那么精彩
1	太好看了简直
1	不错，买的厅，位置也不错
0	。。。。算了吧
1	赞👍🏻非常好看
1	剧情不错，画面不错
1	可以的感觉好看背景音乐也好听
1	还行吧 还行吧
1	有哭有笑，开心，哈哈哈
1	实在太好看了！
1	太一般了，没啥意思！
1	很好，电影也很好看
1	真的有笑点有泪点，真的好看好哭好笑
1	真的很好看，看哭了好几次，剧情也很好，超级喜欢，不错不错，呜呜呜
0	差评，烂摊子影片。
0	不好看 想离场 本来很相信开心麻花 但是我觉得一点都不好笑
0	我真的很少做评价的，但是这个电影说实话，这是个神马玩意，剧情没有一点逻辑，整个拼接的，情节很尴尬，和沈腾之前的电影没办法比呀！太失望了。
1	好好学习天天向上
0	垃圾不好，，，，
0	不是水军，也是沈腾的影迷，后来也刷过好多次夏洛特烦恼，感觉每次看了都会很开心，冲着这点选择了这部电影，结果太失望了，除了道具，场景还可以，真看不出演的啥子，爱情不爱情，科幻不科幻，四不像，全程尴尬，后面我干脆看评论，真不知道这么垃圾电影，哪里来的好评，如果真要好评就让幼儿园来评，估计能算好评吧
1	不错不错！！！！
1	比较搞笑.可以看看
1	一般吧，过得去
1	该笑就笑，挺好的
1	非常好，感动
0	不知道评分为什么那么高，好评怎么来的。看到一半就要看不下去了，和之前的作品比简直太差了。适合孩子看，动画片吧。失望 无语😓
1	构思挺好……
1	还可以 看看也行
1	🌟 推荐 好好好
1	这作品还是挺不错的，除了感情戏真的有点儿难受以外。
1	从头到尾都是笑点！最后很感动？
1	一直很贴心，服务很温暖，真的是没有啥说的，冲就完事了
1	国泰民安，繁荣昌盛之后，我们也需要平民英雄。毕竟现在的社会太复杂！世风日下，道德沦丧，我们缺乏方向和终极目标了！我不想我们的下一代没有自己的英雄和偶像，也不愿意某些心怀叵测的人去颠覆下一代的认知和爱国情怀。不煽情的电影如何接地气？没有正能量的影片如何跟观众沟通？！这些电影正是我们当下需要的影片！
1	沈马组合真的太棒了
1	我笑点和泪点比较低，全程无尿点，我觉得完美。
1	特别好看！不看后悔！
1	抛开剧情先不说，这个影院座位坐着是真难受，好小的座位，与票价完全不在一个档次，实属高价低配了
0	一般般，剧情有点无聊
1	宇宙虽大，我们终会相遇，一定会相遇，在不久的将来
0	浪费我70块钱，睡着了！不好看
0	不好看，反正不好看
1	太好看了，评分低了！！！绝了，全程都在笑每次一煽情一点立马耍包袱！！！！非常推荐！！！！！
1	整个画面还是很不错的
1	笑点很多，值得一看
1	很不错，推荐看看
1	好看，如果让独孤月回到地球就完美了
1	愿给到五星🌟，因为电影非常好看，太太太棒了！
1	挺好看的 值得观看
1	蛮感动的其实
0	冲着沈腾去，含腾量高，但是剧情一般，没看完提前离场了
1	反转真得不要太爽，前面贼搞笑后面一下刷得就伤感起来了
0	有笑点？含腾量高也不能把大家当傻子，真的，1分都嫌给多了，全程看的打瞌睡。
1	👌👌非常的哇塞，特别是金刚鼠
1	超好看我们家人都很喜欢
1	感觉挺有意思的
1	电影真的非常好看超级喜欢
0	2个小时的电影也不是没有收获，收获了好睡眠😅
1	笑中带泪。嘻笑中带着感动🥰推荐🌈
1	挺好的 可以去看看
0	可以了，可看
1	很好，值得去看！
1	剧情不错，催泪感人
1	真的特别好 感动死了 沈叔叔电影一直都喜欢 题材也很棒 奶思
1	明明是喜剧讲的确实孤独，笑点多也有泪点很不错
1	可以可以，非常好
1	还可以，有点悲喜剧的感觉！
1	很有意义很感动
1	全程高能爆笑
1	好看！好看又感人
1	好看着泥有的
0	一般般，没有期待的好看，就是开心麻花的一个大型小品
1	好看，全程无困点，一直看完，有笑有泪
1	非常搞笑  特别好
1	还不错的，有点像流浪地球
1	🌅 画面 非常棒。原谅我词穷。简直了。   🌟 推荐 很有深度、刻画进内心、又很可爱的电影。简直就是一部发自内心的情书。很有启发性。   ✨观影贴士 适合全家观赏但请确保你的小孩在影院不要太激动、不要一直讲话。
1	剧情完美，值得推荐，看哭了，感受很深
1	很棒，喜剧背后往往是悲剧，尤其是最后英雄时刻很感动
0	实在没法不好看
1	好看 沈腾马丽演技棒
1	喜剧片挺好笑的
1	很好看 细节很到位
1	感觉是个 搞笑片，很适合两人看，
1	支持沈腾和玛丽。
1	立意很好，深度值得思考。
1	非常的 好看
0	实在是太没意思了
1	推荐带孩子一起观看
1	为数不多的看我觉得，钱没白花的电影，搞笑，非常好
0	剧情有点尬，然后搞笑，一般般
1	很精彩的一部电影，剧情扣人心弦，题材新颖，
1	刚子！我看你能行！
0	一般般 感觉有点无厘头的搞笑
1	首先影片的特效是顶级的，画面和音效都是非常棒的，沈腾和马丽的演技也都非常好，尤其是沈腾，演技很有层次感。与其说这是喜剧片或者科幻片，我更想称之为浪漫片，正部电影充满了想象力的释放，所以过于执着于剧情的理性科学的估计不会喜欢，我觉得很不错。
0	这是我看过沈腾最没有演技的电影，看了上段就知道下段想干啥，有点和小杨哥视频段子风格一样，上一秒说否定的事，下一秒被打脸。还有逻辑都有问题，24小时全球直播是怎么做到的？**器藏在哪了？飞跃大峡谷时候你告诉我**器在哪？还有那个袋鼠，完全不符合逻辑，导演太想搞笑适得其反。
0	很一般，看到三分之二就走了，再让我选择一次，我决不会看
1	太好看了，推荐
1	当看到预售票时，我立马买票支持沈腾马丽（开心麻花）整部剧笑点超多，累了一天看喜欢的电影真的很解压，大爱😘
1	很值得一看！
1	没有拥抱，没有激吻，没有过分煽情，但爱情被演绎的就在身边，高级
0	拉闸，后面完全是胡编
1	好看，不错安利
1	以为是大团圆结局，结果是悲剧英雄结局，搞笑之余又有深度，值得一看
1	很感人也很励志
1	剧情还行，有笑点有泪点
1	太好看了，呜呜呜，沈叔叔认真起来真帅 搞笑和严肃一点也不违和 独孤月真的爱马蓝星❤️
1	很好看，不会失望
0	无论是笑点还是煽情部分，做得都不算很到位，作为大片最大的亮点应该是配乐和歌曲了，最后独孤月扛着导弹，响起《Take Me Home Country Roads》，堪称全片的高光时刻。这次尤其喜欢辣目洋子的表演，声线好听有特点，笑盈盈的样子也很讨人喜欢，出场的时候还玩了个自黑的梗。
1	剧情搞笑不时煽情，画面比较震撼，演员演技非常到位非常有喜剧感！！！
1	感人，励志、跨越时空的爱情
1	很好看！沈马果然就是最强搭配！有笑点有泪点，前面笑死，最后哭死，喜剧的内核果然是悲剧，太难过了
0	剧情太麻花了 偶尔看看还行
1	挺不错的，看的很开心！
1	好看，前面搞笑，结尾沉重
1	说实话很好看，有笑点还有泪点，我觉得也挺有意义，总之很好看
1	还不错啊、可看👀
0	一般般吧！你
1	好看，搞笑得很
1	啥都不想说，绝绝子😂
1	好笑又感人！
1	强烈推荐，剧情很好，演技炸裂，有搞笑，有催泪。
1	又有笑点又有哭点，用幽默的方式，讲述着航天人员的付出
1	好看！太搞笑了
1	人类是如此渺小，却又无时无刻的让我感动。
1	沈腾认真了，就没其他人什么事了！！！只是这个横店电影院，中午14点电影，13:56才开门真的太棒了，最棒的就是直接把头天晚上的爆米花卖给我们！！！！！你不关门，天理难容
1	明日战记更好看。
1	不错，搞笑又感人
0	虽然是科幻片，也违背了宇宙的自然规律，画面不错，剧情单调，要我平分的话顶多给个8分。
1	沈腾的脸就是很好笑的了，再加上黄才伦简直了！很好看，黄子韬连形象都不要了，弄秃头，很佩服，很敬业！ 😂 笑点  😂 笑点  😂 笑点  😂 笑点
1	蛮好看的不错👍
1	非常好 不看后悔
1	绝了我哭了导演太虐了沈腾演的太好了
0	难看要死，刷了一个半小时抖音，差评，笑点老套，哭点强行煽情
1	不错，经常有很多新菜上新，满足我的需求，支持！
1	哈哈，金刚鼠太好玩了，也感谢郝汉的默默付出
0	剧情？太无厘头了，开心麻花讲讲段子笑一笑还行，笑完啥也没有了，这么高的评分不知道怎么来的，可能各有所爱吧，每个人喜欢的类型不一样。
1	画面很好的！
0	30分钟没有就出来了
1	独行时 只要心中有信仰 活着   就有意义 【你不是一个人】
1	剧情还可以，中间挺好笑，电影院环境还可以。
1	值得大家看的电影
1	故事情节很好，很感人，喜欢腾哥一如既往
1	🌟 推荐观看，个人觉得还是挺不错的，有时间的朋友都可以去看看  😊 演技沈腾马丽演技杠杠滴
1	很搞笑哈哈哈哈哈
1	尊的很好看，笑点很多，但是后来也催泪
0	剧情老套，笑点也挺低的，也不是很震撼
1	好看，我和孩子都看哭了，挺感动的
1	特别搞笑，又好笑又感动。顶流和次顶流在一起真是让我笑不得了，每一个角色演技都在线。让我很少出戏， 不懂航天不纠结具体问题，反正推荐，我觉得很好看！
1	还可以，就是西瓜汁喝的拉肚子
1	有的地方搞笑比较硬，整体还可以，都是在棚里拍的，基本没有外景。
1	八分是给沈腾马丽的，剧情一般
1	很好，非常喜欢
1	棒棒哒非常喜欢
1	幽默搞笑，剧情非常好
1	果然是宇宙级浪漫，要是结局能是he就好了
0	太尬了，后边强行找泪点！
0	不值得看……
1	很好看，笑点密集，后面还很感人
1	还可以，六个字
1	含腾量贼高，特别好看
1	还不错的 吧
0	感觉很一般，配乐和夏洛特完全无可比性，时常很跳戏
1	本来前面是满分，结局真的太不喜欢，太突兀的强行be
1	笑点不少，正能量。
0	最终豆瓣评分不会超过6分，喜剧开心麻花一家独大也不是什么好事
1	真的真的超级好看！！！！！！！！我真的太喜欢马力和沈腾了！！！！！
1	开什么玩笑，看这部电影就是奔着好笑去的，讲逻辑我就去看刑侦剧了。 你想好笑，这片子让你好笑。不做对比，就本片而言 好笑。
1	剧情较为简单，但故事还是不错的。 科幻画面比较震撼，值得大家影院体验。
1	七夕专场，有爱也有反思，每一个笑声的背后都是孤独与付出，一部电影，万人反思。 互相陪伴，相互成就，即使是一只袋鼠，即便最后的那份爱是失去，那一份执着坚定的选择，已经足以。 珍惜每一份遇见，好看，好电影，就是有点心疼男主。女主是幸运的，愿每一个姑娘都能被坚定执着的选择！
1	影片好看，电影院不行
1	一位油腻大叔的英雄谢幕。
1	你是真冷血  我是真喜欢啊
1	很沈腾真的太有幽默感了，整个观影都是又喜又悲的，这是上半年我觉得最好看的电影
1	没想到结果，以为还是一如既往的主角活着的，意想不到，推荐呢，泪点低的妹妹们也可以备一包纸巾 ，用得到
1	😊 演技 一如既往的好，细节处理很好。
0	烂片，千万别看，浪费钱。
1	非常好，强烈推荐
1	演技超棒，很搞笑
1	很好看！推荐！
1	很搞笑结尾升华
1	沈腾从未让人失望
1	太好看了！！
1	好好👍好好
1	演技很好，画质也很清晰  最后还挺感人的呢  全程都很搞笑  我从来没写过评论 大家可以下手！！！好看！
1	两个人浪漫爱情
1	喜欢💕还得是沈腾的电影
1	超级喜欢 推荐推荐
1	非常非常看了
1	有很多和流浪地球雷同的
1	不错，但是不是最好的
1	好看 不错
1	还可以 普通
1	画面真的是非常刺激 真的是特别感动😭 😭 刚子一个人返回地球 最后那个画面真的是让人特别想哭
1	腾现在就是票房保证。整个影片笑中带泪，真的非常棒，推荐大家去观看
1	＃独行月球 ​不仅仅是那个开心麻花 ​也许疫情当下，让我们不要忘记“希望” ​也许是在告诉电影人:坚持、不要放弃 ​
1	挺好看的，可以冲
1	好看，笑得肚子疼
0	一般般吧，跟以前比没感觉
1	真的值回票价，剧情跌宕起伏，一波三折，峰回路转。如果是3D的就更好了。 😊 演技 沈腾老师的演技自不必说，辣目洋子的演技有点尴尬。 🌅 画面 宇宙真刺激，能当工程师的人真厉害呀。 🥚 彩蛋 后面回忆往事里有马蓝星年轻时候的长相，真的挺好看的。
1	好好看！前面搞笑着，后面就燃起来了，呜呜呜，演技炸裂，腾叔就没让我失望过
0	心疼沈腾几秒 能这么烂的片
0	中间睡了几次，各种老梗串起来，有点审美疲劳了
1	超级好看，快去
1	超级舒服的按摩椅，好评五颗星，笑死我了
1	太喜欢沈马了，虽然感觉上没有西虹市首富或者夏洛特烦恼搞笑，但在近期也是非常不错的喜剧电影，而且特效很不错！
1	笑着笑着就哭了   如果人生真的是这样的话我希望我在月亮上ヾ(❀╹◡╹)ﾉﾞ❀~
0	真心没什么特别的
1	既感人，有好笑，这部电影把这两个方面结合在一起，既不冲突，电影效果还特别好。
0	一般般，这么高的分怎么来的啊
1	剧情还好，。
1	剧情还行吧！带孩子看的
0	一般般，国产剧也就这样吧
1	1健健康康的
1	嗯 剧情很不错 比较感动 腾哥和丽姐的默契也很好 也终于知道了光的其他意义 我感觉这个钱还是花的很值得
1	电影🎬太感人了！
1	还可以，挺好看
1	剧情是波澜起伏的又搞笑又感人，还比较煽情，经典语句很多，比如下落特烦恼什么的，特别好看推荐
1	还可以吧，心情不好可以放松一下
1	😊 演技棒
1	超级好看 喜欢整部电影！
1	画质超棒，特效实际 剧情好笑，就是感人情节过多了 结局很真实，be，没有奇迹发生～
1	非常好看。
1	一般般马马虎虎
1	很推荐这部电影
1	不用多说了，沈腾马丽，准备二刷去
1	还可以，好看
1	拍的不错 笑点十足
1	如果最后5分钟的台词再打磨一下，世界观再宏大一下，会更好
1	😊 演技 大
1	虽然是偏向喜剧的科幻，但是特效非常不错，剧情不拉跨，整体非常不错！
1	棒极了，非常好
1	画面可以！挺不错的
1	很搞笑的一天都在
1	电影很一般，不知道前面那些好评是怎么来的，阵容很强大但是剧情确实很烂，比夏洛特烦恼差的不是一两个等级
0	太烂了，拍的太弱者了，跟小品一样，后悔去看了
1	有哭有笑 还不错
1	感觉还是挺不错的
1	很振奋人心，看的老激动了
1	🌟 推荐 很好 那些说不好的是不是有点吹毛求疵了
0	强凑的欢乐。
1	前期笑点多！虽然有些是能猜到下一句会接啥梗的那种，但我愿意买沈腾马丽这个帐！哈哈哈 中期让人一会哭一会笑 后期太感人啦 哭得我贼拉伤心 剧情跌宕起伏 全程无尿点 结局真的很让人泪目 为了大爱舍弃自我 一人拯救世界！独孤月就是英雄！他不是普通人！！！
1	开心麻花的电影，沈腾马丽合作的电影，全都越来越小品化，这部独行月球也是如此，而且强行煽情，刻意拔高和深化主题，看的人格外尴尬😅……
1	挺有意思！！
1	不错，喜欢，挺好
1	及格线，比较好吧。没有特别好
1	不错呃呃呃的
1	挺好看的，值得一看
1	非常好看，画面很震撼，是不是好电影只能由自己亲身体会才知道。先看别人评论，再去看电影，一切都会很没趣的
1	好 呵呵哈哈哈哈嫁鸡随鸡
1	很搞笑的一部电影，搞笑中也有感动。喜欢
1	含腾量100％的影片就是票房的保证，还得是沈腾与马丽搭档，真真喜悲结合，让人欲罢不能非常棒👍🏻!
1	惊艳  意想不到
1	挺好的，可以去看喔
1	嗯嗯嗯嗯额很好
1	感觉比起开心麻花的其他电影来说 真的一般
0	刚刚看完，抄袭嫌疑太大，绝世天劫和火星救援痕迹太重，开心麻花已然跟不上大众的需求了
1	影片值得观看
0	还行吧，呵呵
0	看着玩的 别期待太高了
1	好得很 可以冲
1	还可以有好笑的 也有感人的
1	画面很好，演技很棒，笑点很多
1	值得一看，挺欢乐的
1	挺好看的   推荐
1	好 特别好看
0	什么玩意儿啊!没逻辑，也没道理，笑点不好笑，煽情点很**!
1	挺好的很感人
1	跟男朋友看的  还可以
1	刚子挺好看的，剧情就那么回事儿吧
1	不错 小孩也看完了
1	还可以，不差
1	非常好看！沈马组合yyds！
1	比预计的好看
0	讲什么也不知道无聊的很
1	有搞笑也有大义
1	不错，好看，搞笑
1	作为科幻喜剧片已经很不错了，质感也很到位，至少没有应付的感觉。结尾感动到我了，没有做烂大街的处理。是一部值得去看的电影。
1	特效不错，但是用手电筒打字太扯了
1	含腾量100%好吧，开心麻花的电影那是必看！
1	很好看，好笑，好感人
1	环境不错棒极了
0	稀烂的片子，**！
1	不看会后悔 近两年最好的影片
0	不好，垃圾电影！
1	很好看老好看了
1	徐峥永远的神！搞笑又感动！
0	电影还可以，但是电影院我给超低分，就是青悦城的，爆米花一点都不脆，完全就潮了，口感非常差，让他换成薯条还很不情愿在念叨我，最主要是薯条也不好吃，别的电影院都没这么差的
1	搞笑，含腾量非常高，刚子觉得的顶流
1	还可以 有沈腾马丽不会差
1	太棒啦，值得去看的一部电影
1	超级赞，很好看，强烈推荐
0	一般般，没有太多惊艳和惊喜。
1	特效很好，含腾量很高，沈马组合从不让人失望。作为一个喜剧电影是很合格的，现场有很多观众笑了。人物形象非常丰满，让人喜爱。
1	好看，有欢笑有泪水，给人动力！正能量值得去看
1	强烈推荐👍
1	还是不错的 沈腾主演没差的
0	一点都不好看无聊
1	神马！！！！
1	真的很不错～是和好闺蜜zi一起来看的，有笑有泪～推荐buff～
1	真的不错，好看
1	真心好看！！
1	还可以，电影挺好看的
1	蛮感人的，好看
1	整体效果不错
0	说实话一般般。 希望以后多点好片子。
1	绝了！真好看！沈腾yyds
1	真的很好，不愧是麻花的电影，点灯那一段真的很好哭，但是孤独月被袋鼠打那一段也真的很好笑
1	好看的 有泪点也有笑点
1	果然还得是沈腾玛丽，这个电影真的太好看了，搞笑中还带着感动，最后给我看哭了😭  大家都要去看呐
1	看着看着我既然睡着啦👀
1	作为一部喜剧片只能算一般，喜剧只在前半部分，后半部分强行煽情影响观感。
1	我要是有十个亿，我在电影院呆着不出来把这十个亿看完再走 🌟 推荐
1	电影在喜剧中升华人性，在星际中穿越，场景梦幻，人物冬训表情单位，袋鼠的加入，更是增添了喜剧效应，也体现了许多人类共同面临的难题，在探索中前进
1	很好看！一开始笑的要死到最后哭的稀里哗啦 一定要看完最后彩蛋 直接升华整个影片 “宇宙这么大 我们还会遇见”😭
1	剧情一般，作为搞笑片的话确实很好笑的
1	挺好看的，笑中带泪
1	不错👌……
1	刑，还不错！！
1	非常好，沈马就是最棒吗
1	谢谢，快乐的暑假从今天结束，哭死我了，我真的以为会喜剧到底。
1	好看，笑点很密
1	剧情很好，虽然结尾be，但是很戳到我
1	很好笑。就是后面有点强行煽情了
1	好看，又搞笑又泪目
1	又感人又搞笑  蛮好看的
1	他太呜呜呜呜
1	还可以哦！会笑，会流泪。
0	5份给沈腾，1分给刚子。这是看沈腾电影最失望的一次。宣传的时候以“沈马”组合为噱头，实际上马丽的角色全程工具人。我个人很反感将主角强行升华成救世主的剧情，尤其是还要不断强调他是一个普通人。面对一个两次放弃自己的人，独孤月居然还能不计前嫌为爱牺牲。这都不能用伟大来形容了，都能立地成佛了。沈马的CP感居然都不如沈腾和刚子，至少他们还是双向奔赴。辣目洋子和黄才伦的角色也很多余，不好笑也就罢了，居然还有感情戏，真是尴尬**给尴尬开门，尴尬到家了。
1	非常好看  适合带对象去看
1	好看爱看非常可以
1	我觉得挺好看的
1	好看，陪女儿看得.
1	好看！ 电影非常好看！
1	剧情好看，泪点笑点并存
0	烂片  除了沈腾卖情怀，真心就是口水片，看了一遍不想看第二遍那种，相比之下  明日战记都会比这个好看。如果两个选一个  还不如支持古天乐算了
1	很搞笑也有泪点
1	好看好看，都去看！！！！
1	含腾量很高，搞笑的点也确实有一些，但整体来说与开心麻花之前的那些作品比还是差了很远的。故事太牵强，内容没有什么吸引力。。后面的强项催泪有点让人觉得尴尬😳
1	挺好的故事，不需要推敲细节。隔壁的小女生，笑起来前仰后碟尖叫不已，哭起来也是耸肩拭泪几乎**，真是挺受欢迎的
0	喜欢沈腾和马丽，但真的没人觉得就是喜剧版的某浪地球吗（尴尬……😢）
1	词穷了。但我想说的是非常值得，特别值得
1	不错挺好的。支持去看
1	五星推荐，年度最佳！
1	挺好的，有搞笑的部分，有感性的部分，沈腾真的有点喜剧天赋在身上哈哈
1	二刷 你可以永远相信沈叔叔和马丽姐姐
1	挺搞笑的还不错
1	环境很好，人不是很多，就更有氛围了，不错下次还来！
1	非常好看，孩子们都很喜欢，边看边笑，同时兼具教育意义，值得推荐
1	很好看，哈哈哈哈哈大笑一场。
1	推荐推荐！可以二刷！好看！
1	店里空间非常大，环境氛围非常好，整个过程下来真的非常舒服
0	不推荐！不推荐！
1	拍的不错，在中国能拍出这种特效也是很给力了，主要沈腾还是很惹人喜欢的，很棒
1	好看，沈腾演的太有意思啦
1	不错值得去看看
1	很赞好看值得推荐
1	超级好看我永远爱沈腾马丽啵啵啵
1	还行吧，不算太惊艳
1	真是有搞笑，有泪点。
1	强烈推荐大家去看看！
1	好看，确实不错
1	挺好看的，总能在绝境逢生，好看。
1	剧情很搞笑，有看点。
1	特别好看 10分！ 和室友看的。很感动。前面很好笑。非常值得一看。开心麻花yyds
1	不错 看的我一身鸡皮疙瘩 值得一看
1	好看， 😊 演技
1	可以可以挺好的
1	画面很好，也很有科技感，笑中带泪，我可能跟沈腾一样吧，喜欢一个忽明忽暗的人。可笑她还不知道。
1	可以的。。。。
1	很搞笑，有趣
1	推荐去看，果然没失望，
1	好看  还可以
1	剧情不错 🌟 推荐
1	好看诶好看好
1	特效很好 剧情可以接受
1	笑的眼泪都出来了，哈哈。
1	整体还可以，值得一看，还是不意外的睡着了会儿
1	剧情非常搞笑，
1	沈马组合依旧靠谱，片中特效很震撼，好评！！！ 🌟 推荐
1	可以 非常搞笑
0	搞不懂，好好一个喜剧片，搞煽情搞了半个小时，真搞不懂
1	前期笑点不断后期属实整的有点伤感10分嘎嘎好评含腾量百分之百
1	既有搞笑的戏点，也有感动的育人意义。整个戏的剧情也很合理
1	为了沈腾马丽
0	电影不好看 情节不咋滴
1	特别好看、期待下一部影片、非常值得一看、笑得眼泪直流、太好看了
0	个人觉得不是很好看，沈腾更胖了，
1	剧情幽默，欢乐，感人，好看，👍🏻
1	剧情非常棒，画面感清晰，值得推荐。
0	一部既不科幻，又不喜剧，还不爱情的缝合怪。它达到了它不应该有的票房，很难说不是中国电影的悲哀。导演和编剧试图用“沈腾和马丽”这个组合来掩盖这个失败的故事，就如同美人鱼的宣发所用的“欠星爷一张电影票”，这种透支观众信任与信心的手法，希望不要再多了。
0	不好看，太烂！！
0	一般般吧，还行
1	好看，环境好
1	好看，笑的肚子疼，眼泪都能笑出来，哈哈哈
1	演技炸裂，剧情感人。赶紧趁热冲
1	演的很好，特别好看
1	友腾哥的剧总是有笑点有泪点
1	很好看，结尾有点出人意料
1	无聊看看也可以
1	沈腾电影必须赞，在疫情能有一部搞笑电影还是可以的
1	感动又搞笑！
1	还可以，有几个地方搞笑
1	影片搞笑氛围浓厚，能看出导演细致的点睛之笔，前后呼应出了“中间人”，让人在欢笑的同时感动满满！
1	喜欢，虽然不惊艳但是有笑有泪，有享受
1	蛮感人的，但是有点短感觉
1	还行吧！可以
1	有笑点，有泪点、值得推荐
1	有沈腾马丽，真的很好看
1	一般般吧，不无聊
1	好看值得你看呦
1	中国科幻的希望。挺好看的，人都笑死了
1	喜中带悲，悲中带喜，有些笑点包袱感觉有点硬，有些人物剪辑不连续多余，夏洛特烦恼还是开心麻花的天花板，总体还是不错
0	有辣目狗的电影是不会看的
1	为什么要发这么多字才能评价
1	影片很不错，开心麻花果然没有让我失望，一会哭，一会笑，马丽沈腾是最佳组合，望继续努力，一定会多多支持你们的
0	剧情总体上还不错，笑点还可以
1	好看 演技在线
1	沈叔叔的电影好看，不错
0	真的一般，也不是很搞笑，看的都要睡着了
0	找不到搞笑的点，强行去赚笑声，跟以前的几步片子差太多咯
1	有笑点，不过内容不够丰富，宣传得过了一点。
0	建议大家年龄超过16周岁就不要去看了，给小孩子看的电影；电影里满是心灵鸡汤，和近几年的春晚小品累死，笑点也都很尴尬…这40多块钱花的后悔
1	气氛都到位了。刚开始感动 就笑了
1	好看 不应该结局这样
1	还行吧，老鼠搞笑。
1	前部分确实还是不错的   后期30分钟确实没什么看头   搞笑呢？  去哪了   别弄旧横炒热饭吃
0	一般，不是很喜欢
1	沈腾，不会让人失望
0	给最多给三分
1	一直没有失望过
0	说实在的一般，
1	可以搞笑也很煽情
1	是一部深刻的喜剧，满分，不怕你骄傲
1	搞笑感人！喜欢看他们的表演！
1	特别好看，刚子泪目，含腾量百分百
1	部分情节挺感动
1	还好吧！不怎么看电影，有点笑点
1	不错，搞笑的同时也很有教育意义
1	开心麻花团队
1	不错，不错👍
1	太好看了，期待下一次
1	好看，推荐大家
1	有好搞笑，观看效果不错
